t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1
1.0,370.0000000000002,-5.080781739200337e+19,0.0,338040525370351.5,3.596108173888484e+18,393729109247841.5,1.0996692044310985e+18,9.341830663254533e+17,8.096261468672157e+17,7.518979866300993e+17
1.9090909090909092,370.0000000000002,-5.251103278212497e+19,0.0,510310748275779.44,5.316901108364785e+18,575982732792040.0,1.6087062958031726e+18,1.3666214772674063e+18,1.184406491948901e+18,1.156080549864237e+18
2.7355371900826446,370.0000000000002,-5.30164848011059e+19,0.0,639472006250760.9,6.46351358816833e+18,697717860660039.5,1.9465805225512018e+18,1.653635171257394e+18,1.4331519219774136e+18,1.4288087825154063e+18
3.644628099173554,370.0000000000002,-5.3257984428064825e+19,0.0,752790965628813.1,7.505225624720565e+18,807808972291082.8,2.2542436192593833e+18,1.9150060605010296e+18,1.6596736013233132e+18,1.6747417436989217e+18
4.644628099173554,370.0000000000002,-5.340852995174135e+19,0.0,857472803810926.2,8.500546640874319e+18,912504366936481.8,2.5483787580288046e+18,2.164900965249962e+18,1.8762494439425472e+18,1.9092474964822538e+18
5.744628099173553,370.0000000000002,-5.351954642658923e+19,0.0,959890248385357.4,9.473265044983618e+18,1014408200714485.4,2.8361753655094385e+18,2.409427884696125e+18,2.0881730553380608e+18,2.1375144409908925e+18
6.954628099173553,370.0000000000002,-5.36058179346413e+19,0.0,1060668144862315.0,1.0438850361570185e+19,1115487950081415.1,3.1217027026041533e+18,2.6520304085282386e+18,2.2984288611182175e+18,2.364512233224629e+18
8.285628099173554,370.0000000000002,-5.367694994252671e+19,0.0,1161994465915623.2,1.1406301317081166e+19,1216499590936607.0,3.408019590705992e+18,2.895315617039471e+18,2.5092763472290903e+18,2.591311268049766e+18
9.749728099173554,370.0000000000002,-5.373642222160465e+19,0.0,1264156737450772.0,1.238340801822407e+19,1318569662608169.5,3.6970271976381036e+18,3.140888123981443e+18,2.7221061632118487e+18,2.820803806992612e+18
11.360238099173555,370.0000000000002,-5.37875418235107e+19,0.0,1367633925472383.0,1.3375880968820212e+19,1421975724245578.8,3.99073219562431e+18,3.390462721636444e+18,2.9384044804345523e+18,3.0534919614751887e+18
