t(s),Average T volume 1,Flux surface 1: solute,Flux surface 2: solute,Total solute volume 1,Total retention volume 1,Total 1 volume 1,Total 2 volume 1,Total 3 volume 1,Total 4 volume 1,Total 5 volume 1
1.0,370.0000000000014,-5.146829438494864e+19,0.0,413040269859340.5,2.93530738856738e+18,481383531951729.3,1.06620445193028e+18,6.603914398875076e+17,5.079939394904044e+17,6.998231334573782e+17
1.9090909090909092,370.0000000000014,-5.28520377680539e+19,0.0,624223635193145.1,4.3458070014797266e+18,703949006432681.9,1.5595528449475533e+18,9.65970429692581e+17,7.430549525334134e+17,1.0759006016645523e+18
2.7355371900826446,370.0000000000014,-5.3266410899748635e+19,0.0,783093718359590.1,5.285611652852276e+18,852501402063554.2,1.8868354775501025e+18,1.168677027117716e+18,8.989832544639113e+17,1.3294802986001216e+18
3.644628099173554,370.0000000000014,-5.34639972070261e+19,0.0,921403720656708.2,6.139761842602818e+18,987015262840456.4,2.1848732169353682e+18,1.353282489936805e+18,1.0409876108706079e+18,1.558710105876535e+18
4.644628099173554,370.0000000000014,-5.358819912586581e+19,0.0,1050084022635100.1,6.955114071083859e+18,1114786731285629.5,2.469731867920883e+18,1.5297384680645453e+18,1.1767231460512402e+18,1.7767557182932687e+18
5.744628099173553,370.0000000000014,-5.367885042518741e+19,0.0,1174950146789760.8,7.752274111013553e+18,1239301132938780.0,2.7484070405991885e+18,1.7023737030261386e+18,1.3095196584549097e+18,1.989559457653588e+18
6.954628099173553,370.0000000000014,-5.374994890830494e+19,0.0,1298580364592945.5,8.543110135526486e+18,1362613084712198.0,3.0249215646282655e+18,1.873676542202559e+18,1.441291258575559e+18,2.2005595766707978e+18
8.285628099173554,370.0000000000014,-5.3808036502830875e+19,0.0,1422234767054830.0,9.335704457646537e+18,1486048998254843.2,3.302068304696685e+18,2.0453757002405655e+18,1.5733677266154924e+18,2.4119844423284813e+18
9.749728099173554,370.0000000000014,-5.3856905915669365e+19,0.0,1547126623942245.2,1.0135997920999354e+19,1610548732055520.2,3.5819512924892764e+18,2.218774778904285e+18,1.7067518347793308e+18,2.6253623394704584e+18
11.360238099173555,370.0000000000014,-5.3898809793225105e+19,0.0,1673895608819574.5,1.0948823659319337e+19,1736894327635465.0,3.866221967390509e+18,2.394896540658309e+18,1.8422303240804357e+18,2.8420640372536243e+18
13.131799099173556,370.0000000000014,-5.39353123912164e+19,0.0,1803081130378083.8,1.177825506577473e+19,1865712089935108.8,4.156296876936657e+18,2.5746186660402964e+18,1.9804783345225155e+18,3.063192395054944e+18
15.080516199173557,370.0000000000014,-5.39675579557794e+19,0.0,1935416127265765.0,1.2627781958895178e+19,1997538216073036.5,4.4534229499975086e+18,2.7587143056630103e+18,2.1220905991676244e+18,3.2896211497236966e+18
17.22410500917356,370.0000000000014,-5.399632111409013e+19,0.0,2071357011677046.5,1.3500595191246068e+19,2132885570932614.5,4.758701988215997e+18,2.947866323831802e+18,2.2675923994296963e+18,3.5222302371859594e+18
19.582052700173563,370.0000000000014,-5.402218807966097e+19,0.0,2211279554417693.8,1.4399687107769534e+19,2272221701865433.5,5.073162355080952e+18,3.1427120239073823e+18,2.4174739696963236e+18,3.7618552578285983e+18
22.175795160273566,370.0000000000014,-5.4045631277185974e+19,0.0,2355682824345184.0,1.5327873282704038e+19,2415975870136267.0,5.397796232284311e+18,3.3438666078335954e+18,2.572208543697752e+18,4.0092302401939016e+18
25.02891186638357,370.0000000000014,-5.406701147369719e+19,0.0,2505034654203992.0,1.6287869037079925e+19,2564568111814759.5,5.733561795077474e+18,3.5519243833231007e+18,2.7322532829138335e+18,4.2650599729995e+18
28.167340243104572,370.0000000000014,-5.408660789152187e+19,0.0,2659731083933298.0,1.7282354149228425e+19,2718416961355748.5,6.081393462234194e+18,3.767464974304597e+18,2.89805405364605e+18,4.530063510998294e+18
31.619611457497676,370.0000000000014,-5.410464850742934e+19,0.0,2820169815684910.0,1.8313999082509335e+19,2877938472490541.0,6.442219350467048e+18,3.9910641225651584e+18,3.0700537359666683e+18,4.804963765222287e+18
34.75803983421868,370.0000000000014,-5.411943928586234e+19,0.0,2966589637219620.5,1.9205433426414002e+19,3018490370150164.0,6.753804399339454e+18,4.1840910155762534e+18,3.2185361673986324e+18,5.04301676409229e+18
38.210311048611786,370.0000000000014,-5.4133012395094794e+19,0.0,3115195536664843.0,2.013914862499039e+19,3164569766490735.5,7.080257108254441e+18,4.3863463950502794e+18,3.374117470569561e+18,5.292147885812952e+18
42.0078093844442,370.0000000000014,-5.4145665919389024e+19,0.0,3268066544198626.5,2.1118179495163286e+19,3316352867925188.5,7.422660078539284e+18,4.598521403648207e+18,3.537329324699816e+18,5.553084268863861e+18
46.185057553859856,370.0000000000014,-5.41576370907581e+19,0.0,3427350617695550.5,2.214510323851702e+19,3474938511799970.0,7.781842944535779e+18,4.821118580108915e+18,3.7085582820233416e+18,5.826681142719497e+18
50.780030540217076,370.0000000000014,-5.416904006017361e+19,0.0,3594277116290504.0,2.3222319828054622e+19,3641127366926503.5,8.158610400936842e+18,5.05462555398343e+18,3.888179426791758e+18,6.113669041859376e+18
54.95727870963273,370.0000000000014,-5.417867938033243e+19,0.0,3748295540693749.0,2.4161339844808434e+19,3789450524054763.0,8.486852414212409e+18,5.257974175077956e+18,4.0446016644186844e+18,6.36437384503463e+18
59.55225169598995,370.0000000000014,-5.418773751783945e+19,0.0,3905673289912299.5,2.5152638239925576e+19,3944427730073736.5,8.833459088266122e+18,5.472728068149881e+18,4.2097972416867164e+18,6.628803740802864e+18
64.6067219809829,370.0000000000014,-5.4196369785463734e+19,0.0,4068651534306783.0,2.6199433445037744e+19,4106386153907959.0,9.199564314084415e+18,5.699616397877076e+18,4.3843270950669967e+18,6.907750600321046e+18
69.20169496734012,370.0000000000014,-5.420374433421667e+19,0.0,4218870317064341.0,2.711717869154497e+19,4251446081321080.5,9.520371662174329e+18,5.898357267630064e+18,4.537204900826837e+18,7.152774544515342e+18
74.25616525233306,370.0000000000014,-5.421079136487587e+19,0.0,4373265919416409.0,2.8091078665081995e+19,4403641563312809.5,9.860910523942568e+18,6.109357227976305e+18,4.699512841114752e+18,7.412521164565656e+18
79.8160825658253,370.0000000000014,-5.421760782626722e+19,0.0,4533911490622283.0,2.912446899864816e+19,4563390862563065.0,1.022233481315691e+19,6.333356177027041e+18,4.871820106517311e+18,7.68786059959369e+18
85.93199161066676,370.0000000000014,-5.422428487595515e+19,0.0,4703226776980774.0,3.02203615720775e+19,4732140636996899.0,1.0605627221603607e+19,6.570942182604905e+18,5.054579027401566e+18,7.979777773053437e+18
91.49190892415899,370.0000000000014,-5.423009415447398e+19,0.0,4860919723826431.0,3.118432810581714e+19,4884700284650898.0,1.0942600678154285e+19,6.77970299844037e+18,5.2151645025598e+18,8.237114306654211e+18
97.60781796900045,370.0000000000014,-5.423569504553118e+19,0.0,5023352168468100.0,3.221043646992118e+19,5044980351843499.0,1.1301391669870514e+19,7.00202243856759e+18,5.386179765445347e+18,8.510774263517409e+18
104.33531791832606,370.0000000000014,-5.424116212700845e+19,0.0,5192863049833982.0,3.3302375646115123e+19,5213578775564795.0,1.1683279006137463e+19,7.238726320794514e+18,5.568260111906163e+18,8.801703765451586e+18
110.45122696316751,370.0000000000014,-5.4245937432097325e+19,0.0,5350398439218137.0,3.4265842156050526e+19,5366198764146213.0,1.2020081278043249e+19,7.44737629405987e+18,5.728760316429394e+18,9.058907670314629e+18
117.17872691249312,370.0000000000014,-5.425058127338318e+19,0.0,5513103615794774.0,3.5294413760479183e+19,5526827236101263.0,1.2379740934747673e+19,7.670239506732777e+18,5.90019387493645e+18,9.333199513210368e+18
124.5789768567513,370.0000000000014,-5.4255151772001935e+19,0.0,5683322181193290.0,3.639201959979396e+19,5696184172563559.0,1.2763607327226716e+19,7.908183942188804e+18,6.083228516264987e+18,9.625620307759696e+18
131.30647680607692,370.0000000000014,-5.425917604954094e+19,0.0,5841984675474864.0,3.736276970929421e+19,5850073858546014.0,1.3102975091896963e+19,8.118425255688113e+18,6.244952833573893e+18,9.884724469601214e+18
138.7067267503351,370.0000000000014,-5.426311431961167e+19,0.0,6006120330309239.0,3.840145060255822e+19,6012245149849700.0,1.346616888220151e+19,8.343485026633116e+18,6.418076065400763e+18,1.0161702262842636e+19
146.8470016890191,370.0000000000014,-5.426701716327809e+19,0.0,6178248692088133.0,3.951222932918753e+19,6183536043896220.0,1.3854633305067956e+19,8.58429482845979e+18,6.60331486320538e+18,1.0457624547718439e+19
154.24725163327727,370.0000000000014,-5.427047442015025e+19,0.0,6339032557435651.0,4.049644358654681e+19,6339697559986164.0,1.4198692962069813e+19,8.797440902312336e+18,6.767273612185145e+18,1.0720357379862118e+19
